Title,Summary,Category
Phebe Fairchild: Her Book,"Phebe Fairchild: Her Book is a children's historical novel by Lois Lenski. It describes life in rural Connecticut in the 1830s. The novel, illustrated by the author, was first published in 1936 and was a Newbery Honor recipient in 1937.",Fiction
A Gift of Magic,"A Gift of Magic is a 1971 novel by Lois Duncan about a grandmother who gives her grandchildren distinct gifts. Brendon is given the gift of music, Kirby is given the gift of dance, and Nancy is given the gift of magic. Nancy's gift gives her extrasensory perception (ESP), which allows her to sense events that are happening in places she is not physically present and to read other people's minds. The novel explores some of the benefits, problems and responsibilities Nancy's gift gives her.",Fiction
Adventures of Huckleberry Finn,Adventures of Huckleberry Finn is a picaresque novel by American author Mark Twain that was first published in the United Kingdom in December 1884 and in the United States in February 1885.,Fiction
Code Blue (The-Dream song),"Fifty Shades Darker (Original Motion Picture Soundtrack) is the soundtrack album to the 2017 film Fifty Shades Darker, an adaptation of E. L. James's novel of the same name. The soundtrack album was released through Republic Records on February 10, 2017. The lead single, ""I Don't Wanna Live Forever"", was performed by Taylor Swift and Zayn Malik and was released on December 9, 2016. The single was commercially successful, reaching number five on United Kingdom and number two on the Billboard Hot 100. The film's soundtrack was released in two separate versions; one for the 19 popular artists songs used in the film, and another separate release for the original score composed for the film by Danny Elfman. Two of Elfman's themes were also included on the popular artists version of the soundtrack release.",Fiction
Logain,"The Wheel of Time is a series of high fantasy novels by American author Robert Jordan, which began with The Eye of the World in 1990. Jordan wrote the first 11 novels of the series, and the prequel novel New Spring (2004), before his death in 2007. The final three novels—The Gathering Storm (2009), Towers of Midnight (2010), and A Memory of Light (2013)—were co-written by American author Brandon Sanderson. The series features 2787 distinct named characters.",Fiction
Brightly Burning,"Brightly Burning is a 2018 novel by Alexa Donne, an American young adult sci-fi and thriller author. The novel is frequently described as a retelling or reimagining of Jane Eyre.",Fiction
Illusions (Pike novel),"Illusions (also released as Wild) is the third book in the New York Times best-selling Wings series by Aprilynne Pike.  It follows Pike's #1 New York Times best-selling debut, Wings, which introduced readers to Laurel Sewell, a faerie sent among humans to guard the gateway to Avalon, and the direct sequel, Spells.",Fiction
Edmund Pevensie,"Edmund Pevensie is a fictional character in C. S. Lewis's The Chronicles of Narnia series. He is a principal character in three of the seven books (The Lion, the Witch and the Wardrobe, Prince Caspian, and The Voyage of the Dawn Treader), and a lesser character in two others (The Horse and His Boy and The Last Battle).",Fiction
Zenobia (The Vampire Chronicles),"The following is a list of characters from Anne Rice's The Vampire Chronicles, which began with the 1976 novel Interview with the Vampire. The series primarily follows the antihero Lestat de Lioncourt, a French nobleman turned into a vampire in the 18th century, and by extension the many humans and vampires whose lives he has touched in his own long existence. Some characters from Rice's Lives of the Mayfair Witches trilogy cross over to The Vampire Chronicles, specifically in Merrick (2000), Blackwood Farm (2002), and Blood Canticle (2003).",Fiction
The Outlaw's Silver,"The Outlaw's Silver is the 67th title in the Hardy Boys series of mystery books for children and teens, published under the pseudonym Franklin W. Dixon. It was published by Wanderer Books in 1981.",Fiction
Scrapyard Detectives,"The Scrapyard Detectives is a free comic book series created by artist Bill Galvan and writer Chad Denton devoted to promoting a union and cooperation of young people from differing cultures. This educational comic book series was created to present an appreciation of multiculturalism, ethnicity and diversity. The Diversity Foundation publishes The Scrapyard Detectives as an educational tool offered to libraries, educators and community groups. They are full-color, professional books. Scrapyard Detectives has a lot in common with Three Investigators, which followed the adventures of three investigators in a junkyard.",Fiction
Sirius Black,"Sirius Black is a fictional character in the Harry Potter series of novels by J. K. Rowling. Sirius was first mentioned briefly in Harry Potter and the Philosopher's Stone as a wizard who lent Rubeus Hagrid a flying motorbike shortly after Lord Voldemort killed James and Lily Potter. His character becomes prominent in Harry Potter and the Prisoner of Azkaban, in which he is the titular prisoner, and is also revealed to be the godfather of the central character Harry Potter. He is portrayed in the film adaptations by Gary Oldman.",Fiction
Tamalane,"Dune is a science fiction media franchise that originated with the 1965 novel of the same name by American author Frank Herbert. Dune is frequently cited as the best-selling science fiction novel in history, and won the 1966 Hugo Award as well as the inaugural Nebula Award for Best Novel. Herbert wrote five sequels before his death in 1986: Dune Messiah (1969), Children of Dune (1976), God Emperor of Dune (1981), Heretics of Dune (1984) and Chapterhouse: Dune (1985).",Fiction
High Lord Turak,"The Wheel of Time is a series of high fantasy novels by American author Robert Jordan, which began with The Eye of the World in 1990. Jordan wrote the first 11 novels of the series, and the prequel novel New Spring (2004), before his death in 2007. The final three novels—The Gathering Storm (2009), Towers of Midnight (2010), and A Memory of Light (2013)—were co-written by American author Brandon Sanderson. The series features 2787 distinct named characters.",Fiction
Suzanne Mayfair,"Lives of the Mayfair Witches is a trilogy of supernatural horror/fantasy novels by American novelist Anne Rice. It centers on a family of witches whose fortunes have been guided for generations by a spirit named Lasher. The series began in 1990 with The Witching Hour, which was followed by the sequels Lasher (1993) and Taltos (1994). All three novels debuted at No. 2 on The New York Times Best Seller list.",Fiction
The Hero and the Crown,"The Hero and the Crown is a fantasy novel written by Robin McKinley and published by Greenwillow Books in 1984. It is the winner of the 1985 Newbery Medal award. This story focuses on ""Aerin Dragon-Killer"", also known as ""Aerin Firehair"", the heroine who is introduced as a legendary character in The Blue Sword. The book narrates Aerin's evolution from the shy, retiring daughter of the King of Damar to the heroic queen who protects her people from the demonic Northerners.",Fiction
The Night Tourist,The Night Tourist is a 2007 children's fantasy novel by Katherine Marsh.  It is the first book in the Jack Perdu series and received the Edgar Award for Best Juvenile Mystery.,Fiction
Too Many Women (novel),"Too Many Women is a Nero Wolfe detective novel by Rex Stout, published in 1947 by the Viking Press. The novel was also collected in the omnibus volume All Aces (Viking 1958).",Fiction
Insurgent (novel),"Insurgent is a 2012 science fiction young adult novel by American novelist Veronica Roth and the second book in the Divergent trilogy. As the sequel to the 2011 bestseller Divergent, it continues the story of Tris Prior and the dystopian post-apocalyptic version of Chicago. Following the events of the previous novel, a war now looms as conflict between the factions and their ideologies grows. While trying to save the people that she loves, Tris faces questions of grief, forgiveness, identity, loyalty, politics, and love.",Fiction
